Code,Description,Scope,Area,MinLon,MinLat,MaxLon,MaxLat,LonCenter,LatCenter,Projection,OGCWKT,Proj4
ESRI:37203,ESRI Projection 37203 - GCS Everest India Nepal,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Everest_India_Nepal"",DATUM[""Everest_India_Nepal"",SPHEROID[""Everest_Definition_1962"",6377301.243,300.8017255]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37203""]]",+proj=longlat +a=6377301.243 +b=6356100.230165384 +no_defs 
ESRI:37204,ESRI Projection 37204 - GCS Hjorsey 1955,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Hjorsey_1955"",DATUM[""Hjorsey_1955"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37204""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37205,ESRI Projection 37205 - GCS Hong Kong 1963,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Hong_Kong_1963"",DATUM[""Hong_Kong_1963"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37205""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37206,ESRI Projection 37206 - GCS Oman,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Oman"",DATUM[""Oman"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37206""]]",+proj=longlat +ellps=clrk80 +no_defs 
ESRI:37207,ESRI Projection 37207 - GCS South Asia Singapore,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_South_Asia_Singapore"",DATUM[""South_Asia_Singapore"",SPHEROID[""Fischer_Modified"",6378155,298.3]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37207""]]",+proj=longlat +ellps=fschr60m +no_defs 
ESRI:37208,ESRI Projection 37208 - GCS Ayabelle,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Ayabelle"",DATUM[""Ayabelle"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37208""]]",+proj=longlat +ellps=clrk80 +no_defs 
ESRI:37211,ESRI Projection 37211 - GCS Point 58,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Point_58"",DATUM[""Point_58"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37211""]]",+proj=longlat +ellps=clrk80 +no_defs 
ESRI:37212,ESRI Projection 37212 - GCS Beacon E 1945,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Beacon_E_1945"",DATUM[""Beacon_E_1945"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37212""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37213,ESRI Projection 37213 - GCS Tern Island 1961,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Tern_Island_1961"",DATUM[""Tern_Island_1961"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37213""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37214,ESRI Projection 37214 - GCS Astro 1952,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Astro_1952"",DATUM[""Astro_1952"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37214""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37215,ESRI Projection 37215 - GCS Bellevue IGN,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Bellevue_IGN"",DATUM[""Bellevue_IGN"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37215""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37216,ESRI Projection 37216 - GCS Canton 1966,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Canton_1966"",DATUM[""Canton_1966"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37216""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37217,ESRI Projection 37217 - GCS Chatham Island 1971,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Chatham_Island_1971"",DATUM[""Chatham_Island_1971"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37217""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37218,ESRI Projection 37218 - GCS DOS 1968,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_DOS_1968"",DATUM[""DOS_1968"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37218""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37219,ESRI Projection 37219 - GCS Easter Island 1967,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Easter_Island_1967"",DATUM[""Easter_Island_1967"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37219""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37220,ESRI Projection 37220 - GCS Guam 1963,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Guam_1963"",DATUM[""Guam_1963"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37220""]]",+proj=longlat +ellps=clrk66 +no_defs 
ESRI:37221,ESRI Projection 37221 - GCS GUX 1,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_GUX_1"",DATUM[""GUX_1"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37221""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37222,ESRI Projection 37222 - GCS Johnston Island 1961,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Johnston_Island_1961"",DATUM[""Johnston_Island_1961"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37222""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37223,ESRI Projection 37223 - GCS Carthage Degree,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Carthage_Degree"",DATUM[""Carthage"",SPHEROID[""Clarke_1880_IGN"",6378249.2,293.46602]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37223""]]",+proj=longlat +a=6378249.2 +b=6356514.999904194 +no_defs 
ESRI:37224,ESRI Projection 37224 - GCS Midway 1961,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Midway_1961"",DATUM[""Midway_1961"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37224""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37226,ESRI Projection 37226 - GCS Pitcairn 1967,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Pitcairn_1967"",DATUM[""Pitcairn_1967"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37226""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37227,ESRI Projection 37227 - GCS Santo DOS 1965,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Santo_DOS_1965"",DATUM[""Santo_DOS_1965"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37227""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37228,ESRI Projection 37228 - GCS Viti Levu 1916,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Viti_Levu_1916"",DATUM[""Viti_Levu_1916"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37228""]]",+proj=longlat +ellps=clrk80 +no_defs 
ESRI:37229,ESRI Projection 37229 - GCS Wake Eniwetok 1960,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Wake_Eniwetok_1960"",DATUM[""Wake_Eniwetok_1960"",SPHEROID[""Hough_1960"",6378270,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37229""]]",+proj=longlat +a=6378270 +b=6356794.343434343 +no_defs 
ESRI:37230,ESRI Projection 37230 - GCS Wake Island 1952,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Wake_Island_1952"",DATUM[""Wake_Island_1952"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37230""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37231,ESRI Projection 37231 - GCS Anna 1 1965,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Anna_1_1965"",DATUM[""Anna_1_1965"",SPHEROID[""Australian"",6378160,298.25]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37231""]]",+proj=longlat +ellps=aust_SA +no_defs 
ESRI:37232,ESRI Projection 37232 - GCS Gan 1970,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Gan_1970"",DATUM[""Gan_1970"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37232""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37233,ESRI Projection 37233 - GCS ISTS 073 1969,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_ISTS_073_1969"",DATUM[""ISTS_073_1969"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37233""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37234,ESRI Projection 37234 - GCS Kerguelen Island 1949,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Kerguelen_Island_1949"",DATUM[""Kerguelen_Island_1949"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37234""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37235,ESRI Projection 37235 - GCS Reunion,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Reunion"",DATUM[""Reunion"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37235""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37237,ESRI Projection 37237 - GCS Ascension Island 1958,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Ascension_Island_1958"",DATUM[""Ascension_Island_1958"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37237""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37238,ESRI Projection 37238 - GCS DOS 71 4,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_DOS_71_4"",DATUM[""DOS_71_4"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37238""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37239,ESRI Projection 37239 - GCS Cape Canaveral,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Cape_Canaveral"",DATUM[""Cape_Canaveral"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37239""]]",+proj=longlat +ellps=clrk66 +no_defs 
ESRI:37240,ESRI Projection 37240 - GCS Fort Thomas 1955,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Fort_Thomas_1955"",DATUM[""Fort_Thomas_1955"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37240""]]",+proj=longlat +ellps=clrk80 +no_defs 
ESRI:37241,ESRI Projection 37241 - GCS Graciosa Base SW 1948,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Graciosa_Base_SW_1948"",DATUM[""Graciosa_Base_SW_1948"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37241""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37242,ESRI Projection 37242 - GCS ISTS 061 1968,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_ISTS_061_1968"",DATUM[""ISTS_061_1968"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37242""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37243,ESRI Projection 37243 - GCS LC5 1961,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_LC5_1961"",DATUM[""LC5_1961"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37243""]]",+proj=longlat +ellps=clrk66 +no_defs 
ESRI:37245,ESRI Projection 37245 - GCS Observ Meteorologico 1939,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Observ_Meteorologico_1939"",DATUM[""Observ_Meteorologico_1939"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37245""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37246,ESRI Projection 37246 - GCS Pico de Las Nieves,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Pico_de_Las_Nieves"",DATUM[""Pico_de_Las_Nieves"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37246""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37247,ESRI Projection 37247 - GCS Porto Santo 1936,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Porto_Santo_1936"",DATUM[""Porto_Santo_1936"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37247""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37249,ESRI Projection 37249 - GCS Sao Braz,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Sao_Braz"",DATUM[""Sao_Braz"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37249""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37250,ESRI Projection 37250 - GCS Selvagem Grande 1938,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Selvagem_Grande_1938"",DATUM[""Selvagem_Grande_1938"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37250""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37251,ESRI Projection 37251 - GCS Tristan 1968,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Tristan_1968"",DATUM[""Tristan_1968"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37251""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37252,ESRI Projection 37252 - GCS Samoa 1962,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Samoa_1962"",DATUM[""Samoa_1962"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37252""]]",+proj=longlat +ellps=clrk66 +no_defs 
ESRI:37253,ESRI Projection 37253 - GCS Camp Area,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Camp_Area"",DATUM[""Camp_Area"",SPHEROID[""International_1924"",6378388,297]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37253""]]",+proj=longlat +ellps=intl +no_defs 
ESRI:37254,ESRI Projection 37254 - GCS Deception Island,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Deception_Island"",DATUM[""Deception_Island"",SPHEROID[""Clarke_1880_RGS"",6378249.145,293.465]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37254""]]",+proj=longlat +ellps=clrk80 +no_defs 
ESRI:37255,ESRI Projection 37255 - GCS Gunung Segara,null,null,1.7976931348623157E308,1.7976931348623157E308,-1.7976931348623157E308,-1.7976931348623157E308,1.7976931348623157E308,0,null,"GEOGCS[""GCS_Gunung_Segara"",DATUM[""Gunung_Segara"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.017453292519943295],AUTHORITY[""EPSG"",""37255""]]",+proj=longlat +ellps=bessel +no_defs 
